ID	YourLanguageWord	YourLanguageExplanation	LanguageYouLearnWord	LanguageYouLearnPronunciation	LanguageYouLearnExplanation	Tags
11601db4-6fd4-4b84-b430-22e7192810b4	a	Katakana.	ア			
0dc30343-30b8-442c-8e7c-99f9e5a46db2	i	Katakana.	イ			
025aeab6-28ff-4c80-b6c0-64e20b0bf47b	u	Katakana.	ウ			
6c39612a-5109-4088-a49e-8a3b680cb4d2	e	Katakana.	エ			
3545ec52-bf61-464f-b42c-81e85f2be622	o	Katakana.	オ			
